ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
season,0.0,9,MICROTEKNIA,MICROTEKNIA,75,0,1,0.0,0.0
single,0.35,6,TEATTERI,KYS,402,1350,1,11.5,6.3
season,0.0,7,TORI,SATAMA,965,1470,1,5.6,6.3
season,0.0,9,TORI,TORI,522,230,1,1.0,0.0
single,0.75,6,SATAMA,SATAMA,873,1750,1,19.6,7.8
season,0.0,8,TORI,TORI,68,110,0,0.0,0.0
season,0.0,8,KYS,KYS,1170,0,1,0.0,0.0
season,0.0,5,PETONEN,PETONEN,939,740,1,7.4,1.2
season,0.0,9,TEATTERI,SNELLMANIA,535,2280,1,15.4,8.7
season,0.0,8,TORI,UIMAHALLI,274,990,1,11.0,0.0
season,0.0,5,VÄINÖLÄNNIEMI,SATAMA,355,730,1,6.6,1.2
single,0.55,10,TORI,SNELLMANIA,658,2560,1,17.5,12.0
single,0.6,7,KYS,TORI,707,1830,1,12.1,0.9
season,0.0,9,UIMAHALLI,MICROTEKNIA,649,2680,1,20.2,9.9
season,0.0,9,KYS,TEATTERI,264,1130,1,8.1,1.5
single,0.6,4,TORI,MICROTEKNIA,700,3080,1,25.2,6.9
season,0.0,5,SNELLMANIA,MICROTEKNIA,222,440,1,6.6,0.6
season,0.0,8,TORI,TORI,30,0,1,0.0,0.0
single,0.7,8,SATAMA,SNELLMANIA,797,3630,1,34.3,3.6
season,0.0,8,MICROTEKNIA,MICROTEKNIA,1015,4840,1,38.1,2.4
single,0.25,7,TORI,SATAMA,279,940,1,3.1,6.3
single,2.1,9,SNELLMANIA,RYPYSUO,2493,4430,1,35.6,16.5
season,0.0,6,SATAMA,RYPYSUO,1667,5340,1,47.6,9.3
season,0.0,9,SATAMA,KYS,682,2880,1,31.6,5.4
savonia,0.0,9,RYPYSUO,RYPYSUO,1257,5540,1,54.4,10.2
single,0.15,7,SATAMA,SATAMA,177,1030,1,7.9,4.5
single,0.9,7,VÄINÖLÄNNIEMI,TEATTERI,1055,4490,1,45.0,3.9
single,0.3,5,KYS,TEATTERI,355,1360,0,0.0,4.2
season,0.0,5,SNELLMANIA,MICROTEKNIA,154,460,1,10.2,0.9
savonia,0.0,9,SATAMA,MICROTEKNIA,757,4040,1,29.9,7.2
season,0.0,8,SATAMA,TORI,415,1190,1,16.5,0.6
season,0.0,7,PETONEN,PETONEN,36,40,1,0.9,0.0
season,0.0,5,SATAMA,SATAMA,5,0,1,0.0,0.0
single,0.5,6,MICROTEKNIA,TORI,553,3070,1,15.2,6.3
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,17,0,1,0.0,0.0
season,0.0,10,TORI,TORI,694,1700,1,22.2,7.2
season,0.0,6,SATAMA,TORI,313,940,0,0.0,0.0
season,0.0,9,KYS,UIMAHALLI,336,1130,1,11.5,3.0
single,3.55,6,TORI,TORI,4255,7570,1,66.7,26.1
savonia,0.0,9,TORI,MICROTEKNIA,1014,3320,1,26.6,16.8
single,0.5,7,SNELLMANIA,TORI,561,2630,1,19.3,3.3
single,0.45,6,TORI,SATAMA,508,960,0,0.0,4.5
single,0.65,10,RYPYSUO,TEATTERI,742,4160,1,27.3,2.7
savonia,0.0,10,SNELLMANIA,MICROTEKNIA,234,600,1,11.7,1.5
single,0.35,5,TEATTERI,TORI,380,720,1,4.0,2.7
single,0.6,6,TORI,TORI,693,0,0,0.0,0.0
single,0.9,5,TORI,RYPYSUO,1031,4170,1,33.9,19.8
single,0.8,7,TEATTERI,RYPYSUO,900,4160,1,35.1,5.4
savonia,0.0,10,KYS,KYS,73,0,1,0.0,0.0
season,0.0,8,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,17,0,0,0.0,0.0
single,0.1,7,TORI,TORI,106,0,0,0.0,0.0
single,0.05,6,TORI,TORI,26,0,1,0.0,0.0
season,0.0,5,PETONEN,PETONEN,73,0,1,0.0,0.0
single,0.2,7,KYS,TEATTERI,216,1150,1,6.0,2.1
single,1.3,8,TORI,TORI,1520,2640,1,27.1,12.0
season,0.0,6,PETONEN,PETONEN,774,1430,1,7.9,5.1
single,0.25,7,TORI,SATAMA,244,930,1,3.4,6.9
single,0.75,5,SATAMA,SATAMA,840,1320,1,10.2,3.6
savonia,0.0,9,MICROTEKNIA,TEATTERI,541,2270,1,17.1,10.5
single,0.25,8,SATAMA,SATAMA,271,930,1,10.1,1.2
season,0.0,9,TORI,TORI,1503,2900,1,27.9,5.7
single,0.35,7,SATAMA,TORI,396,1050,1,11.5,3.6
single,0.4,6,TORI,SATAMA,437,940,0,0.0,6.9
savonia,0.0,9,TEATTERI,TORI,185,710,1,2.7,3.9
season,0.0,7,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,776,70,1,0.6,0.0
savonia,0.0,9,MICROTEKNIA,SNELLMANIA,161,460,1,1.3,4.2
season,0.0,6,VÄINÖLÄNNIEMI,TORI,744,2160,1,23.0,3.9
season,0.0,7,KYS,PETONEN,1692,8440,1,58.4,13.2
single,0.15,6,SATAMA,SATAMA,160,120,1,1.8,0.0
savonia,0.0,10,TORI,TORI,1666,3180,1,29.5,5.7
single,0.45,6,TORI,SNELLMANIA,536,2640,1,12.4,3.0
savonia,0.0,9,KYS,MICROTEKNIA,342,1450,1,10.7,5.4
season,0.0,7,MICROTEKNIA,TORI,925,3410,1,31.9,7.8
single,1.3,6,KYS,PETONEN,1541,8430,1,37.8,10.5
season,0.0,7,SATAMA,TORI,467,1070,0,0.0,0.6
single,0.3,6,TORI,VÄINÖLÄNNIEMI,322,1500,1,6.4,7.8
season,0.0,9,UIMAHALLI,KYS,315,1070,1,9.2,2.7
season,0.0,10,KYS,TEATTERI,280,1230,1,11.4,1.8
season,0.0,8,TORI,TORI,541,4800,1,34.7,10.5
season,0.0,7,SNELLMANIA,SNELLMANIA,820,3180,1,25.1,15.6
season,0.0,6,KYS,TORI,454,2220,1,13.9,7.2
single,0.05,8,TORI,TORI,52,0,1,0.0,0.0
single,0.75,5,VÄINÖLÄNNIEMI,TEATTERI,858,2510,1,28.6,1.5
savonia,0.0,9,TORI,TORI,1132,130,1,1.3,0.3
season,0.0,5,TORI,TORI,35,0,1,0.0,0.0
season,0.0,9,RYPYSUO,TORI,953,4260,1,33.6,11.1
season,0.0,9,TEATTERI,TORI,159,720,1,3.4,1.2
single,0.55,6,SATAMA,VÄINÖLÄNNIEMI,627,1910,1,23.3,5.4
single,0.2,9,TORI,TEATTERI,198,650,0,0.0,0.0
single,0.4,8,KYS,TORI,420,1940,1,10.3,6.0
single,0.65,7,VÄINÖLÄNNIEMI,SATAMA,720,1020,0,0.0,0.0
single,0.15,9,TORI,TEATTERI,172,730,1,6.6,0.3
season,0.0,7,SNELLMANIA,MICROTEKNIA,211,450,0,0.0,0.3
single,1.0,5,TEATTERI,TORI,1166,680,1,3.4,2.4
